id,appId,createdAt,date,detectedLang,lang,replyDate,replyText,score,store,text,title,url,userImage,userName,version,category,isGeneric,sentiment,subcategory
39f3958d-3ace-42e4-8feb-b799e9f254e7,com.meuposto,"2024-08-20 13:08:21","2024-08-19 13:00:12",pt,pt,NULL,NULL,1,google,"quando vcs vao arrumar o aplicativo? Manter tanto tempo o app sem opções de retirada é crime, apropriaçao indébita.",NULL,https://play.google.com/store/apps/details?id=com.gigigo.ipirangaconectcar&reviewId=39f3958d-3ace-42e4-8feb-b799e9f254e7,https://play-lh.googleusercontent.com/a-/ALV-UjWMd6IhWViKev3cfOzHZGluCw32INy_OfWIvn0-gQu-dzAfQ9WLkg,"Leonardo A Gerbelli",4.62.110,Complaint,0,Negative,Performance
37a0c658-ef11-49b8-a784-b27f42e7ea39,com.meuposto,"2024-08-16 04:04:40","2024-08-19 12:42:05",NULL,pt,"2024-08-19 12:39:08","Rodrigo, para garantir a segurança de nossos serviços, informamos que as funcionalidades de PIX e utilização do saldo estão temporariamente indisponíveis devido a um incidente. O KMV esclarece que a indisponibilidade não gerou impacto negativo nos saldos. Estamos trabalhando intensamente para reestabelecer todos os serviços, tudo bem? Equipe KMV",4,google,Ok,NULL,https://play.google.com/store/apps/details?id=com.gigigo.ipirangaconectcar&reviewId=37a0c658-ef11-49b8-a784-b27f42e7ea39,https://play-lh.googleusercontent.com/a-/ALV-UjW8K-w21QWCb6wzDJh6oolPYhTsJ908nLS80LsGuzdSivy0XaE,"Rodrigo Prodossimo",4.62.110,Compliment,1,Positive,"Generic compliment"
8db5accc-380e-41aa-be0c-ac6ea6e38a8d,com.meuposto,"2024-08-20 12:08:45","2024-08-19 11:57:28",pt,pt,NULL,NULL,1,google,"Faz uma semana que estou com app, até agora não consigui me cadastrar, vem uma mensagem que estão com problemas pra finalizar",NULL,https://play.google.com/store/apps/details?id=com.gigigo.ipirangaconectcar&reviewId=8db5accc-380e-41aa-be0c-ac6ea6e38a8d,https://play-lh.googleusercontent.com/a/ACg8ocKb173heuenqUnaOhFmhjKdKp5cN00HoanTJ8h6AFKxYKEdbw=mo,"Igor Machado",4.62.110,Complaint,0,Negative,Login
086b8680-c871-4f14-9fa3-0ebe55a0c965,com.meuposto,"2024-08-15 12:07:40","2024-08-19 11:53:24",pt,pt,"2024-08-16 18:40:39","Olá, Jeff! Saiba que esse não é o nosso padrão. Para que a gente verifique o que aconteceu e te ajude, converse com a gente pelo telefone (11) 3003-3424, ou pelo link https://bit.ly/3JiHb7c (digite no navegador). Depois retorne aqui e nos sinalize se deu certo! Equipe KMV",1,google,"CONTINUA NÃO FUNCIONANDO, O SUPORTE INFORMADO CONTINUA NÃO ATENDENDO, CONTINUO TENTANDO E NADA! A SOLUÇÃO INFORMAFA NA RESPOSTA NESTE CANAL NAO FUNCIONA. NEM NO "RECLAME AQUI" É POSSÍVEL RECLAMAR. FRIA TOTAL P U L E M F O R A D E S S A ! ! !",NULL,https://play.google.com/store/apps/details?id=com.gigigo.ipirangaconectcar&reviewId=086b8680-c871-4f14-9fa3-0ebe55a0c965,https://play-lh.googleusercontent.com/a/ACg8ocJM7Ifij2gBnsMpzycz-B_8iVNb4uqpRMid8yVS1b6gDoOX8A=mo,"Jeff Jr.",4.62.110,Complaint,0,Negative,Performance
d1fc787b-127c-47e4-8324-9885247336c6,com.meuposto,"2024-08-20 12:08:45","2024-08-19 11:43:27",NULL,pt,"2024-08-20 13:04:11","Olá, Jair! Que ótimo receber sua avaliação positiva! Estamos dedicados em oferecer um serviço de alta qualidade. Se precisar de mais alguma coisa, estamos à disposição. Aproveite todos os benefícios do nosso app! 💛💙 Equipe KMV",5,google,"Muito bom.",NULL,https://play.google.com/store/apps/details?id=com.gigigo.ipirangaconectcar&reviewId=d1fc787b-127c-47e4-8324-9885247336c6,https://play-lh.googleusercontent.com/a/ACg8ocJAsIi9POw5NsIKxLsfGbfjA0lCizULUQxcAKuvb_90fl1-Ug=mo,"Jair Cabral",4.62.110,Compliment,1,Positive,"Generic compliment"
c49e6d64-aa7d-4f1f-9d6b-dfa5f9f6d060,com.meuposto,"2024-08-20 12:08:45","2024-08-19 11:41:55",pt,pt,"2024-08-20 13:03:58","Olá, Jan, agradecemos pela avaliação de 5 estrelas! Ficamos felizes em saber que está aproveitando os diversos descontos do nosso app. Continue desfrutando de todas as vantagens que o abastece-aí oferece. Estamos sempre aqui para te proporcionar os melhores benefícios! 💛💙 Equipe KMV",5,google,"Muito vários descontos já",NULL,https://play.google.com/store/apps/details?id=com.gigigo.ipirangaconectcar&reviewId=c49e6d64-aa7d-4f1f-9d6b-dfa5f9f6d060,https://play-lh.googleusercontent.com/a-/ALV-UjVdvFnek67-msj9QHv4StvX_5-iKiXwQvkTqqdS1nNwF9bvqPkb,"Jan Santana",4.62.110,Compliment,0,Positive,"Generic compliment"
143cb451-82ef-498c-a8db-bfbffcb6749c,com.meuposto,"2022-06-26 19:31:13","2024-08-19 11:37:59",pt,pt,"2022-03-17 16:52:48","Olá, Leandro. Sentimos muito que essas situações ocorram. Temos um time de tecnologia que está sempre atento ao funcionamento do abastece-aí. Quando precisar de uma solução rápida, nos chame no telefone (11) 3003-3424 e terá suporte completo. Vamos melhorar o seu cotidiano com cashback e km de vantagens. Equipe abastece-aí",1,google,"Em 2022 tinha falado aqui que em cada 10 vezes, 2 ficava fora do ar, agora em 2024 de 10, 9 está fora do ar (o que eu não acredito) aplicativo já foi melhor, está péssimo agora, estou usando o aplicativo de desconto da 99, uma vergonha o uber fazer parceiria com um app tão péssimo",NULL,https://play.google.com/store/apps/details?id=com.gigigo.ipirangaconectcar&reviewId=143cb451-82ef-498c-a8db-bfbffcb6749c,https://play-lh.googleusercontent.com/a-/ALV-UjUByrW-EQL4kPWmBpL6dnqcgjtC364TZWv2QcEGZOow3tl2E8el1w,"Leandro Müller",4.61.115,Complaint,0,Negative,Performance
4476c31a-4a68-41cd-a584-c8da6faaae36,com.meuposto,"2024-08-20 12:08:45","2024-08-19 11:26:09",pt,pt,NULL,NULL,1,google,"Não consigo resgatar meus créditos já faz mais de 10 dias",NULL,https://play.google.com/store/apps/details?id=com.gigigo.ipirangaconectcar&reviewId=4476c31a-4a68-41cd-a584-c8da6faaae36,https://play-lh.googleusercontent.com/a-/ALV-UjWneP531e5skSYDQLE4llyjSPOj1cqNAYGl52Wl3C7WFcMzB2Dp6g,"GILDA ELISA RODRIGUES DE MORAES",4.62.110,Complaint,0,Negative,Login
7af0858d-2b36-499a-8f29-8ef0c696eb71,com.meuposto,"2024-08-20 12:08:45","2024-08-19 11:10:20",pt,pt,NULL,NULL,1,google,"Péssimo! Já tem dias que estou tentando fazer o cadastro e da indisponibilidade de sistema.",NULL,https://play.google.com/store/apps/details?id=com.gigigo.ipirangaconectcar&reviewId=7af0858d-2b36-499a-8f29-8ef0c696eb71,https://play-lh.googleusercontent.com/a/ACg8ocKO08T-qOb_D1CoyPpPscYA_K2yBE84lgsmL8bQXpS-hta7Ng=mo,"Demetrius França",4.62.110,Complaint,0,Negative,Login
ee951364-4781-4485-962a-b769a0d63cc6,com.meuposto,"2024-08-20 11:08:54","2024-08-19 10:45:09",pt,pt,NULL,NULL,1,google,"Estou tentando fazer cadastro há uma semana e sempre dá erro.",NULL,https://play.google.com/store/apps/details?id=com.gigigo.ipirangaconectcar&reviewId=ee951364-4781-4485-962a-b769a0d63cc6,https://play-lh.googleusercontent.com/a-/ALV-UjXf2DdkcvWSU9vbjulOXomHmkWRkks24L5te5E37-yId59ubGLpZA,"Douglas de Paula Ferreira",4.62.110,Complaint,0,Negative,Performance
